"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2004"	"2004"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	31	98823	31.4
	"Alaska"	"02"	"2004"	"2004"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	81944	31.7
	"Alaska"	"02"	"2004"	"2004"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	98362	21.3
	"Alaska"	"02"	"2004"	"2004"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	104774	21.0
	"Alaska"	"02"	"2005"	"2005"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	28	100943	27.7
	"Alaska"	"02"	"2005"	"2005"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	25	82600	30.3
	"Alaska"	"02"	"2005"	"2005"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	23	96188	23.9
	"Alaska"	"02"	"2005"	"2005"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	23	106365	21.6
	"Alaska"	"02"	"2006"	"2006"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	28	102195	27.4
	"Alaska"	"02"	"2006"	"2006"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	19	84068	Unreliable
	"Alaska"	"02"	"2006"	"2006"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	15	94107	Unreliable
	"Alaska"	"02"	"2006"	"2006"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	15	107858	Unreliable
	"Alaska"	"02"	"2006"	"2006"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	13	67995	Unreliable
	"Alaska"	"02"	"2007"	"2007"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	27	101636	26.6
	"Alaska"	"02"	"2007"	"2007"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	86202	25.5
	"Alaska"	"02"	"2007"	"2007"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	18	91908	Unreliable
	"Alaska"	"02"	"2007"	"2007"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	25	107888	23.2
	"Alaska"	"02"	"2007"	"2007"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	12	71785	Unreliable
	"Alaska"	"02"	"2008"	"2008"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	31	101017	30.7
	"Alaska"	"02"	"2008"	"2008"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	89123	24.7
	"Alaska"	"02"	"2008"	"2008"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	31	89643	34.6
	"Alaska"	"02"	"2008"	"2008"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	24	107264	22.4
	"Alaska"	"02"	"2008"	"2008"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	16	75908	Unreliable
	"Alaska"	"02"	"2009"	"2009"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	31	98281	31.5
	"Alaska"	"02"	"2009"	"2009"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	92130	23.9
	"Alaska"	"02"	"2009"	"2009"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	15	87931	Unreliable
	"Alaska"	"02"	"2009"	"2009"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	15	108168	Unreliable
	"Alaska"	"02"	"2009"	"2009"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	80830	Unreliable
	"Alaska"	"02"	"2010"	"2010"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	40	99117	40.4
	"Alaska"	"02"	"2010"	"2010"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	96710	22.7
	"Alaska"	"02"	"2010"	"2010"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	88022	25.0
	"Alaska"	"02"	"2010"	"2010"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	106766	19.7
	"Alaska"	"02"	"2010"	"2010"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	15	83546	Unreliable
	"Alaska"	"02"	"2010"	"2010"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	34513	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	32	99656	32.1
	"Alaska"	"02"	"2011"	"2011"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	24	99673	24.1
	"Alaska"	"02"	"2011"	"2011"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	16	86733	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	19	105151	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	17	88291	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	101302	25.7
	"Alaska"	"02"	"2012"	"2012"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	34	103052	33.0
	"Alaska"	"02"	"2012"	"2012"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	18	86348	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	20	101676	19.7
	"Alaska"	"02"	"2012"	"2012"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	17	89964	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	35	102772	34.1
	"Alaska"	"02"	"2013"	"2013"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	41	105784	38.8
	"Alaska"	"02"	"2013"	"2013"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	17	84514	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	16	95906	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	89841	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	42481	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	29	101722	28.5
	"Alaska"	"02"	"2014"	"2014"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	32	108792	29.4
	"Alaska"	"02"	"2014"	"2014"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	83928	25.0
	"Alaska"	"02"	"2014"	"2014"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	24	92910	25.8
	"Alaska"	"02"	"2014"	"2014"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	89968	24.5
	"Alaska"	"02"	"2015"	"2015"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	45	100219	44.9
	"Alaska"	"02"	"2015"	"2015"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	35	110458	31.7
	"Alaska"	"02"	"2015"	"2015"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	20	83896	23.8
	"Alaska"	"02"	"2015"	"2015"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	25	89635	27.9
	"Alaska"	"02"	"2015"	"2015"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	90454	24.3
	"Alaska"	"02"	"2016"	"2016"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	42	95473	44.0
	"Alaska"	"02"	"2016"	"2016"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	53	110760	47.9
	"Alaska"	"02"	"2016"	"2016"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	28	85769	32.6
	"Alaska"	"02"	"2016"	"2016"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	18	89379	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	12	91993	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	50888	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	92	238609	38.6
	"Arizona"	"04"	"1999"	"1999"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	81	472138	17.2
	"Arizona"	"04"	"1999"	"1999"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	89	222514	40.0
	"Arizona"	"04"	"1999"	"1999"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	96	516024	18.6
	"Arizona"	"04"	"1999"	"1999"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	36	167150	21.5
	"Arizona"	"04"	"1999"	"1999"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	100	594286	16.8
	"Arizona"	"04"	"1999"	"1999"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	14	100066	Unreliable
	"Arizona"	"04"	"1999"	"1999"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	82	504701	16.2
	"Arizona"	"04"	"1999"	"1999"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	70	373867	18.7
	"Arizona"	"04"	"1999"	"1999"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	44	328422	13.4
	"Arizona"	"04"	"1999"	"1999"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	69	215610	32.0
	"Arizona"	"04"	"1999"	"1999"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	62075	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	96	249910	38.4
	"Arizona"	"04"	"2000"	"2000"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	90	480672	18.7
	"Arizona"	"04"	"2000"	"2000"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	65	231587	28.1
	"Arizona"	"04"	"2000"	"2000"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	79	511078	15.5
	"Arizona"	"04"	"2000"	"2000"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	23	174390	13.2
	"Arizona"	"04"	"2000"	"2000"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	111	594414	18.7
	"Arizona"	"04"	"2000"	"2000"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	17	105514	Unreliable
	"Arizona"	"04"	"2000"	"2000"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	87	522390	16.7
	"Arizona"	"04"	"2000"	"2000"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	54	386191	14.0
	"Arizona"	"04"	"2000"	"2000"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	68	328771	20.7
	"Arizona"	"04"	"2000"	"2000"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	50	219313	22.8
	"Arizona"	"04"	"2000"	"2000"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	64251	34.2
	"Arizona"	"04"	"2001"	"2001"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	498665	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	112	262037	42.7
	"Arizona"	"04"	"2001"	"2001"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	79	497970	15.9
	"Arizona"	"04"	"2001"	"2001"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	71	241351	29.4
	"Arizona"	"04"	"2001"	"2001"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	112	507216	22.1
	"Arizona"	"04"	"2001"	"2001"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	38	184544	20.6
	"Arizona"	"04"	"2001"	"2001"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	103	593347	17.4
	"Arizona"	"04"	"2001"	"2001"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	15	114592	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	102	549812	18.6
	"Arizona"	"04"	"2001"	"2001"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	53	403771	13.1
	"Arizona"	"04"	"2001"	"2001"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	54	332293	16.3
	"Arizona"	"04"	"2001"	"2001"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	62	225636	27.5
	"Arizona"	"04"	"2001"	"2001"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	16	66476	Unreliable
	"Arizona"	"04"	"2002"	"2002"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	116	271615	42.7
	"Arizona"	"04"	"2002"	"2002"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	116	508966	22.8
	"Arizona"	"04"	"2002"	"2002"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	88	250108	35.2
	"Arizona"	"04"	"2002"	"2002"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	107	511199	20.9
	"Arizona"	"04"	"2002"	"2002"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	36	192298	18.7
	"Arizona"	"04"	"2002"	"2002"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	128	589779	21.7
	"Arizona"	"04"	"2002"	"2002"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	15	122099	Unreliable
	"Arizona"	"04"	"2002"	"2002"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	113	560354	20.2
	"Arizona"	"04"	"2002"	"2002"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	74	431859	17.1
	"Arizona"	"04"	"2002"	"2002"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	62	337115	18.4
	"Arizona"	"04"	"2002"	"2002"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	62	229314	27.0
	"Arizona"	"04"	"2002"	"2002"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	67951	32.4
	"Arizona"	"04"	"2003"	"2003"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	98	278624	35.2
	"Arizona"	"04"	"2003"	"2003"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	92	517754	17.8
	"Arizona"	"04"	"2003"	"2003"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	81	256999	31.5
	"Arizona"	"04"	"2003"	"2003"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	87	514336	16.9
	"Arizona"	"04"	"2003"	"2003"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	46	199801	23.0
	"Arizona"	"04"	"2003"	"2003"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	106	583397	18.2
	"Arizona"	"04"	"2003"	"2003"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	22	129425	17.0
	"Arizona"	"04"	"2003"	"2003"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	100	573806	17.4
	"Arizona"	"04"	"2003"	"2003"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	72	457341	15.7
	"Arizona"	"04"	"2003"	"2003"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	49	343566	14.3
	"Arizona"	"04"	"2003"	"2003"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	50	232720	21.5
	"Arizona"	"04"	"2003"	"2003"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	23	70694	32.5
	"Arizona"	"04"	"2004"	"2004"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	99	287139	34.5
	"Arizona"	"04"	"2004"	"2004"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	100	527068	19.0
	"Arizona"	"04"	"2004"	"2004"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	82	264876	31.0
	"Arizona"	"04"	"2004"	"2004"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	93	523554	17.8
	"Arizona"	"04"	"2004"	"2004"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	42	207549	20.2
	"Arizona"	"04"	"2004"	"2004"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	123	584111	21.1
	"Arizona"	"04"	"2004"	"2004"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	18	137505	Unreliable
	"Arizona"	"04"	"2004"	"2004"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	97	588865	16.5
	"Arizona"	"04"	"2004"	"2004"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	68	484070	14.0
	"Arizona"	"04"	"2004"	"2004"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	59	353037	16.7
	"Arizona"	"04"	"2004"	"2004"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	61	236455	25.8
	"Arizona"	"04"	"2004"	"2004"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	19	72884	Unreliable
	"Arizona"	"04"	"2005"	"2005"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	131	298265	43.9
	"Arizona"	"04"	"2005"	"2005"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	103	537015	19.2
	"Arizona"	"04"	"2005"	"2005"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	112	276040	40.6
	"Arizona"	"04"	"2005"	"2005"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	93	535885	17.4
	"Arizona"	"04"	"2005"	"2005"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	43	218216	19.7
	"Arizona"	"04"	"2005"	"2005"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	87	589877	14.7
	"Arizona"	"04"	"2005"	"2005"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	22	147592	14.9
	"Arizona"	"04"	"2005"	"2005"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	117	608432	19.2
	"Arizona"	"04"	"2005"	"2005"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	64	514427	12.4
	"Arizona"	"04"	"2005"	"2005"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	50	364478	13.7
	"Arizona"	"04"	"2005"	"2005"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	67	242841	27.6
	"Arizona"	"04"	"2005"	"2005"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	17	76380	Unreliable
	"Arizona"	"04"	"2006"	"2006"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	131	310116	42.2
	"Arizona"	"04"	"2006"	"2006"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	122	546751	22.3
	"Arizona"	"04"	"2006"	"2006"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	92	288002	31.9
	"Arizona"	"04"	"2006"	"2006"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	93	550412	16.9
	"Arizona"	"04"	"2006"	"2006"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	51	230445	22.1
	"Arizona"	"04"	"2006"	"2006"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	100	595364	16.8
	"Arizona"	"04"	"2006"	"2006"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	11	158018	Unreliable
	"Arizona"	"04"	"2006"	"2006"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	113	626520	18.0
	"Arizona"	"04"	"2006"	"2006"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	91	543378	16.7
	"Arizona"	"04"	"2006"	"2006"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	69	376905	18.3
	"Arizona"	"04"	"2006"	"2006"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	55	245265	22.4
	"Arizona"	"04"	"2006"	"2006"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	24	80415	29.8
	"Arizona"	"04"	"2007"	"2007"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	121	320498	37.8
	"Arizona"	"04"	"2007"	"2007"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	103	556418	18.5
	"Arizona"	"04"	"2007"	"2007"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	100	295748	33.8
	"Arizona"	"04"	"2007"	"2007"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	120	555489	21.6
