state,year,type_variable,Statistics
CO,1990,Unemployment Rate,5.233
CT,1990,Unemployment Rate,5.125
DC,1990,Unemployment Rate,6.267
DE,1990,Unemployment Rate,4.708
DS,1990,Unemployment Rate,5.997
FL,1990,Unemployment Rate,6.125
GA,1990,Unemployment Rate,5.467
HI,1990,Unemployment Rate,2.683
IA,1990,Unemployment Rate,4.417
ID,1990,Unemployment Rate,5.542
IL,1990,Unemployment Rate,6.192
IN,1990,Unemployment Rate,5.3
KS,1990,Unemployment Rate,4.317
KY,1990,Unemployment Rate,5.983
LA,1990,Unemployment Rate,6.192
MA,1990,Unemployment Rate,6.3
MD,1990,Unemployment Rate,4.458
ME,1990,Unemployment Rate,5.342
MI,1990,Unemployment Rate,7.633
MN,1990,Unemployment Rate,4.775
MO,1990,Unemployment Rate,5.85
MS,1990,Unemployment Rate,7.592
MT,1990,Unemployment Rate,5.975
NC,1990,Unemployment Rate,4.108
ND,1990,Unemployment Rate,4.025
NE,1990,Unemployment Rate,2.35
NH,1990,Unemployment Rate,5.667
NJ,1990,Unemployment Rate,5.05
NM,1990,Unemployment Rate,6.567
NV,1990,Unemployment Rate,4.725
NY,1990,Unemployment Rate,5.367
OH,1990,Unemployment Rate,5.667
OK,1990,Unemployment Rate,5.683
OR,1990,Unemployment Rate,5.5
PA,1990,Unemployment Rate,5.467
RI,1990,Unemployment Rate,6.375
SC,1990,Unemployment Rate,4.833
SD,1990,Unemployment Rate,3.783
TN,1990,Unemployment Rate,5.383
TX,1990,Unemployment Rate,6.333
UT,1990,Unemployment Rate,4.408
VA,1990,Unemployment Rate,4.45
VT,1990,Unemployment Rate,5
WA,1990,Unemployment Rate,5.267
WI,1990,Unemployment Rate,4.383
WV,1990,Unemployment Rate,8.467
WY,1990,Unemployment Rate,5.325
AK,1991,Unemployment Rate,8.458
AL,1991,Unemployment Rate,7.35
AR,1991,Unemployment Rate,7.425
AZ,1991,Unemployment Rate,5.967
CA,1991,Unemployment Rate,7.717
CO,1991,Unemployment Rate,5.258
CT,1991,Unemployment Rate,6.533
DC,1991,Unemployment Rate,7.758
DE,1991,Unemployment Rate,6.208
DS,1991,Unemployment Rate,6.919
FL,1991,Unemployment Rate,7.542
GA,1991,Unemployment Rate,5.208
HI,1991,Unemployment Rate,2.875
IA,1991,Unemployment Rate,4.658
ID,1991,Unemployment Rate,6.192
IL,1991,Unemployment Rate,7.267
IN,1991,Unemployment Rate,5.967
KS,1991,Unemployment Rate,4.408
KY,1991,Unemployment Rate,7.292
LA,1991,Unemployment Rate,7.292
MA,1991,Unemployment Rate,8.617
MD,1991,Unemployment Rate,6.108
ME,1991,Unemployment Rate,7.567
MI,1991,Unemployment Rate,9.2
MN,1991,Unemployment Rate,5.167
MO,1991,Unemployment Rate,6.583
MS,1991,Unemployment Rate,8.542
MT,1991,Unemployment Rate,6.883
NC,1991,Unemployment Rate,5.808
ND,1991,Unemployment Rate,4.375
NE,1991,Unemployment Rate,2.65
NH,1991,Unemployment Rate,7.292
NJ,1991,Unemployment Rate,6.717
NM,1991,Unemployment Rate,7.158
NV,1991,Unemployment Rate,5.842
NY,1991,Unemployment Rate,7.25
OH,1991,Unemployment Rate,6.5
OK,1991,Unemployment Rate,6.308
OR,1991,Unemployment Rate,6.392
PA,1991,Unemployment Rate,7.058
RI,1991,Unemployment Rate,8.567
SC,1991,Unemployment Rate,6.142
SD,1991,Unemployment Rate,3.492
TN,1991,Unemployment Rate,6.783
TX,1991,Unemployment Rate,6.925
UT,1991,Unemployment Rate,4.708
VA,1991,Unemployment Rate,5.908
VT,1991,Unemployment Rate,6.567
WA,1991,Unemployment Rate,6.35
WI,1991,Unemployment Rate,5.475
WV,1991,Unemployment Rate,10.667
WY,1991,Unemployment Rate,5.242
AK,1992,Unemployment Rate,8.917
AL,1992,Unemployment Rate,7.567
AR,1992,Unemployment Rate,7.092
AZ,1992,Unemployment Rate,7.542
CA,1992,Unemployment Rate,9.3
CO,1992,Unemployment Rate,6
CT,1992,Unemployment Rate,7.542
DC,1992,Unemployment Rate,8.608
DE,1992,Unemployment Rate,5.417
DS,1992,Unemployment Rate,7.014
FL,1992,Unemployment Rate,8.233
GA,1992,Unemployment Rate,6.892
HI,1992,Unemployment Rate,4.333
IA,1992,Unemployment Rate,4.467
ID,1992,Unemployment Rate,6.358
IL,1992,Unemployment Rate,7.917
IN,1992,Unemployment Rate,6.558
KS,1992,Unemployment Rate,4.492
KY,1992,Unemployment Rate,6.858
LA,1992,Unemployment Rate,8.025
MA,1992,Unemployment Rate,8.458
MD,1992,Unemployment Rate,6.775
ME,1992,Unemployment Rate,7.275
MI,1992,Unemployment Rate,8.975
MN,1992,Unemployment Rate,5.125
MO,1992,Unemployment Rate,6.192
MS,1992,Unemployment Rate,8.042
MT,1992,Unemployment Rate,6.75
NC,1992,Unemployment Rate,6.042
ND,1992,Unemployment Rate,4.75
NE,1992,Unemployment Rate,2.867
NH,1992,Unemployment Rate,7.292
NJ,1992,Unemployment Rate,8.367
NM,1992,Unemployment Rate,7.158
NV,1992,Unemployment Rate,6.65
NY,1992,Unemployment Rate,8.6
OH,1992,Unemployment Rate,7.358
OK,1992,Unemployment Rate,6
OR,1992,Unemployment Rate,7.375
PA,1992,Unemployment Rate,7.592
RI,1992,Unemployment Rate,8.883
SC,1992,Unemployment Rate,6.75
SD,1992,Unemployment Rate,3.317
TN,1992,Unemployment Rate,6.492
TX,1992,Unemployment Rate,7.633
UT,1992,Unemployment Rate,4.833
VA,1992,Unemployment Rate,6.267
VT,1992,Unemployment Rate,6.108
WA,1992,Unemployment Rate,7.342
WI,1992,Unemployment Rate,5.117
WV,1992,Unemployment Rate,11.317
WY,1992,Unemployment Rate,5.575
AK,1993,Unemployment Rate,7.708
AL,1993,Unemployment Rate,7.367
AR,1993,Unemployment Rate,6.142
AZ,1993,Unemployment Rate,6.408
CA,1993,Unemployment Rate,9.483
CO,1993,Unemployment Rate,5.325
CT,1993,Unemployment Rate,6.625
DC,1993,Unemployment Rate,8.533
DE,1993,Unemployment Rate,5.058
DS,1993,Unemployment Rate,6.42
FL,1993,Unemployment Rate,7.125
GA,1993,Unemployment Rate,6.05
HI,1993,Unemployment Rate,4.508
IA,1993,Unemployment Rate,4.058
ID,1993,Unemployment Rate,5.975
IL,1993,Unemployment Rate,7.458
IN,1993,Unemployment Rate,5.4
KS,1993,Unemployment Rate,4.967
KY,1993,Unemployment Rate,6.258
LA,1993,Unemployment Rate,7.642
MA,1993,Unemployment Rate,6.992
MD,1993,Unemployment Rate,6.183
ME,1993,Unemployment Rate,7.25
MI,1993,Unemployment Rate,7.25
MN,1993,Unemployment Rate,4.975
MO,1993,Unemployment Rate,6.225
MS,1993,Unemployment Rate,6.625
MT,1993,Unemployment Rate,6.033
NC,1993,Unemployment Rate,5.025
ND,1993,Unemployment Rate,4.292
NE,1993,Unemployment Rate,2.758
NH,1993,Unemployment Rate,6.117
NJ,1993,Unemployment Rate,7.625
NM,1993,Unemployment Rate,6.967
NV,1993,Unemployment Rate,6.85
NY,1993,Unemployment Rate,7.908
OH,1993,Unemployment Rate,6.617
OK,1993,Unemployment Rate,5.95
OR,1993,Unemployment Rate,7.058
PA,1993,Unemployment Rate,7
RI,1993,Unemployment Rate,7.767
SC,1993,Unemployment Rate,7.292
SD,1993,Unemployment Rate,3.342
TN,1993,Unemployment Rate,5.825
TX,1993,Unemployment Rate,7.158
UT,1993,Unemployment Rate,4.083
VA,1993,Unemployment Rate,5.258
VT,1993,Unemployment Rate,5.158
WA,1993,Unemployment Rate,7.35
WI,1993,Unemployment Rate,4.783
WV,1993,Unemployment Rate,10.642
WY,1993,Unemployment Rate,5.375
AK,1994,Unemployment Rate,7.567
AL,1994,Unemployment Rate,6.192
AR,1994,Unemployment Rate,5.375
AZ,1994,Unemployment Rate,6.15
CA,1994,Unemployment Rate,8.592
CO,1994,Unemployment Rate,4.233
CT,1994,Unemployment Rate,5.617
DC,1994,Unemployment Rate,7.967
DE,1994,Unemployment Rate,4.783
DS,1994,Unemployment Rate,5.362
FL,1994,Unemployment Rate,6.425
GA,1994,Unemployment Rate,5.208
HI,1994,Unemployment Rate,5.508
IA,1994,Unemployment Rate,3.5
ID,1994,Unemployment Rate,5.408
IL,1994,Unemployment Rate,5.75
IN,1994,Unemployment Rate,4.85
KS,1994,Unemployment Rate,4.892
KY,1994,Unemployment Rate,5.375
LA,1994,Unemployment Rate,7.842
MA,1994,Unemployment Rate,6.025
MD,1994,Unemployment Rate,5.258
ME,1994,Unemployment Rate,6.992
MI,1994,Unemployment Rate,6.008
MN,1994,Unemployment Rate,4.058
MO,1994,Unemployment Rate,5.058
MS,1994,Unemployment Rate,6.267
MT,1994,Unemployment Rate,5.233
NC,1994,Unemployment Rate,4.367
ND,1994,Unemployment Rate,3.708
NE,1994,Unemployment Rate,2.633
NH,1994,Unemployment Rate,4.725
NJ,1994,Unemployment Rate,6.817
NM,1994,Unemployment Rate,6.467
NV,1994,Unemployment Rate,6.175
NY,1994,Unemployment Rate,6.942
OH,1994,Unemployment Rate,5.567
OK,1994,Unemployment Rate,5.55
OR,1994,Unemployment Rate,5.442
PA,1994,Unemployment Rate,6.25
RI,1994,Unemployment Rate,6.917
SC,1994,Unemployment Rate,6.208
SD,1994,Unemployment Rate,3.275
TN,1994,Unemployment Rate,4.833
TX,1994,Unemployment Rate,6.492
UT,1994,Unemployment Rate,3.792
VA,1994,Unemployment Rate,4.842
VT,1994,Unemployment Rate,4.567
WA,1994,Unemployment Rate,6.533
WI,1994,Unemployment Rate,4.483
WV,1994,Unemployment Rate,8.825
WY,1994,Unemployment Rate,4.958
AK,1995,Unemployment Rate,7.317
AL,1995,Unemployment Rate,5.95
AR,1995,Unemployment Rate,4.85
AZ,1995,Unemployment Rate,5.358
CA,1995,Unemployment Rate,7.858
CO,1995,Unemployment Rate,4.008
CT,1995,Unemployment Rate,5.492
DC,1995,Unemployment Rate,8.75
DE,1995,Unemployment Rate,4.325
DS,1995,Unemployment Rate,5.094
FL,1995,Unemployment Rate,5.517
GA,1995,Unemployment Rate,4.825
HI,1995,Unemployment Rate,5.875
IA,1995,Unemployment Rate,3.458
ID,1995,Unemployment Rate,5.417
IL,1995,Unemployment Rate,5.15
IN,1995,Unemployment Rate,4.608
KS,1995,Unemployment Rate,4.417
KY,1995,Unemployment Rate,5.408
LA,1995,Unemployment Rate,6.983
MA,1995,Unemployment Rate,5.283
MD,1995,Unemployment Rate,5.042
ME,1995,Unemployment Rate,5.933
MI,1995,Unemployment Rate,5.258
MN,1995,Unemployment Rate,3.725
MO,1995,Unemployment Rate,4.725
MS,1995,Unemployment Rate,6.217
MT,1995,Unemployment Rate,5.65
NC,1995,Unemployment Rate,4.308
ND,1995,Unemployment Rate,3.233
NE,1995,Unemployment Rate,2.642
NH,1995,Unemployment Rate,3.975
NJ,1995,Unemployment Rate,6.408
NM,1995,Unemployment Rate,6.583
NV,1995,Unemployment Rate,5.558
NY,1995,Unemployment Rate,6.317
OH,1995,Unemployment Rate,4.792
OK,1995,Unemployment Rate,4.592
OR,1995,Unemployment Rate,4.9
PA,1995,Unemployment Rate,5.858
RI,1995,Unemployment Rate,6.317
SC,1995,Unemployment Rate,5.192
SD,1995,Unemployment Rate,3.042
TN,1995,Unemployment Rate,5.167
TX,1995,Unemployment Rate,6.058
UT,1995,Unemployment Rate,3.5
VA,1995,Unemployment Rate,4.525
VT,1995,Unemployment Rate,4.258
WA,1995,Unemployment Rate,6.425
WI,1995,Unemployment Rate,3.775
WV,1995,Unemployment Rate,7.875
WY,1995,Unemployment Rate,4.775
AK,1996,Unemployment Rate,7.583
AL,1996,Unemployment Rate,5.225
AR,1996,Unemployment Rate,5.25
AZ,1996,Unemployment Rate,5.567
CA,1996,Unemployment Rate,7.258
CO,1996,Unemployment Rate,4.242
CT,1996,Unemployment Rate,5.5
DC,1996,Unemployment Rate,8.417
DE,1996,Unemployment Rate,5.092
DS,1996,Unemployment Rate,5.064
FL,1996,Unemployment Rate,5.167
GA,1996,Unemployment Rate,4.683
HI,1996,Unemployment Rate,6.258
IA,1996,Unemployment Rate,3.525
ID,1996,Unemployment Rate,5.3
IL,1996,Unemployment Rate,5.275
IN,1996,Unemployment Rate,4.058
KS,1996,Unemployment Rate,4.242
KY,1996,Unemployment Rate,5.45
LA,1996,Unemployment Rate,6.6
MA,1996,Unemployment Rate,4.442
MD,1996,Unemployment Rate,5.033
ME,1996,Unemployment Rate,5.208
MI,1996,Unemployment Rate,4.892
MN,1996,Unemployment Rate,3.942
MO,1996,Unemployment Rate,4.758
MS,1996,Unemployment Rate,6.025
MT,1996,Unemployment Rate,5.325
NC,1996,Unemployment Rate,4.292
ND,1996,Unemployment Rate,2.9
NE,1996,Unemployment Rate,2.742
NH,1996,Unemployment Rate,3.808
NJ,1996,Unemployment Rate,6.142
NM,1996,Unemployment Rate,7.217
NV,1996,Unemployment Rate,5.042
NY,1996,Unemployment Rate,6.258
OH,1996,Unemployment Rate,4.992
OK,1996,Unemployment Rate,4.067
OR,1996,Unemployment Rate,5.7
PA,1996,Unemployment Rate,5.442
RI,1996,Unemployment Rate,5.45
SC,1996,Unemployment Rate,5.792
SD,1996,Unemployment Rate,3.15
TN,1996,Unemployment Rate,5.142
TX,1996,Unemployment Rate,5.692
UT,1996,Unemployment Rate,3.35
VA,1996,Unemployment Rate,4.433
VT,1996,Unemployment Rate,4.275
WA,1996,Unemployment Rate,6.05
WI,1996,Unemployment Rate,3.625
WV,1996,Unemployment Rate,7.483
WY,1996,Unemployment Rate,4.942
AK,1997,Unemployment Rate,7.142
AL,1997,Unemployment Rate,4.975
AR,1997,Unemployment Rate,5.233
AZ,1997,Unemployment Rate,4.583
CA,1997,Unemployment Rate,6.358
CO,1997,Unemployment Rate,3.45
CT,1997,Unemployment Rate,5
DC,1997,Unemployment Rate,8.008
DE,1997,Unemployment Rate,4.008
DS,1997,Unemployment Rate,4.718
FL,1997,Unemployment Rate,4.792
GA,1997,Unemployment Rate,4.583
HI,1997,Unemployment Rate,6.233
IA,1997,Unemployment Rate,3.108
ID,1997,Unemployment Rate,5.142
IL,1997,Unemployment Rate,4.767
IN,1997,Unemployment Rate,3.492
KS,1997,Unemployment Rate,3.758
KY,1997,Unemployment Rate,5.342
LA,1997,Unemployment Rate,6
MA,1997,Unemployment Rate,3.917
MD,1997,Unemployment Rate,4.95
ME,1997,Unemployment Rate,5.025
MI,1997,Unemployment Rate,4.25
MN,1997,Unemployment Rate,3.258
MO,1997,Unemployment Rate,4.358
MS,1997,Unemployment Rate,5.708
MT,1997,Unemployment Rate,5.35
NC,1997,Unemployment Rate,3.758
ND,1997,Unemployment Rate,2.733
NE,1997,Unemployment Rate,2.492
NH,1997,Unemployment Rate,3.325
NJ,1997,Unemployment Rate,5.275
NM,1997,Unemployment Rate,6.325
NV,1997,Unemployment Rate,4.392
NY,1997,Unemployment Rate,6.442
OH,1997,Unemployment Rate,4.642
OK,1997,Unemployment Rate,4.067
OR,1997,Unemployment Rate,5.667
PA,1997,Unemployment Rate,5.117
RI,1997,Unemployment Rate,5.142
SC,1997,Unemployment Rate,4.592
SD,1997,Unemployment Rate,2.942
TN,1997,Unemployment Rate,5.267
TX,1997,Unemployment Rate,5.3
UT,1997,Unemployment Rate,3.192
VA,1997,Unemployment Rate,3.842
VT,1997,Unemployment Rate,3.917
WA,1997,Unemployment Rate,4.942
WI,1997,Unemployment Rate,3.55
WV,1997,Unemployment Rate,6.85
WY,1997,Unemployment Rate,4.758
AK,1998,Unemployment Rate,6.358
AL,1998,Unemployment Rate,4.392
AR,1998,Unemployment Rate,5.175
AZ,1998,Unemployment Rate,4.325
CA,1998,Unemployment Rate,5.95
CO,1998,Unemployment Rate,3.6
CT,1998,Unemployment Rate,3.442
DC,1998,Unemployment Rate,8.408
DE,1998,Unemployment Rate,3.708
DS,1998,Unemployment Rate,4.266
FL,1998,Unemployment Rate,4.317
GA,1998,Unemployment Rate,4.283
HI,1998,Unemployment Rate,6.092
IA,1998,Unemployment Rate,2.742
ID,1998,Unemployment Rate,5.108
IL,1998,Unemployment Rate,4.425
IN,1998,Unemployment Rate,3.083
KS,1998,Unemployment Rate,3.525
KY,1998,Unemployment Rate,4.6
LA,1998,Unemployment Rate,5.692
MA,1998,Unemployment Rate,3.292
MD,1998,Unemployment Rate,4.392
ME,1998,Unemployment Rate,4.5
MI,1998,Unemployment Rate,3.958
MN,1998,Unemployment Rate,2.675
MO,1998,Unemployment Rate,4.117
MS,1998,Unemployment Rate,5.267
MT,1998,Unemployment Rate,5.525
NC,1998,Unemployment Rate,3.45
ND,1998,Unemployment Rate,2.892
NE,1998,Unemployment Rate,2.55
NH,1998,Unemployment Rate,2.833
NJ,1998,Unemployment Rate,4.575
NM,1998,Unemployment Rate,6.067
NV,1998,Unemployment Rate,4.208
NY,1998,Unemployment Rate,5.608
OH,1998,Unemployment Rate,4.308
OK,1998,Unemployment Rate,4.242
OR,1998,Unemployment Rate,5.733
PA,1998,Unemployment Rate,4.608
RI,1998,Unemployment Rate,4.608
SC,1998,Unemployment Rate,3.775
SD,1998,Unemployment Rate,2.792
TN,1998,Unemployment Rate,4.3
TX,1998,Unemployment Rate,4.883
UT,1998,Unemployment Rate,3.65
VA,1998,Unemployment Rate,2.9
VT,1998,Unemployment Rate,3.4
WA,1998,Unemployment Rate,4.775
WI,1998,Unemployment Rate,3.358
WV,1998,Unemployment Rate,6.617
WY,1998,Unemployment Rate,4.7
AK,1999,Unemployment Rate,6.467
AL,1999,Unemployment Rate,4.733
AR,1999,Unemployment Rate,4.6
AZ,1999,Unemployment Rate,4.442
CA,1999,Unemployment Rate,5.233
CO,1999,Unemployment Rate,3.075
CT,1999,Unemployment Rate,2.875
DC,1999,Unemployment Rate,6.367
DE,1999,Unemployment Rate,3.408
DS,1999,Unemployment Rate,4.028
FL,1999,Unemployment Rate,3.875
GA,1999,Unemployment Rate,3.917
HI,1999,Unemployment Rate,5.4
IA,1999,Unemployment Rate,2.592
ID,1999,Unemployment Rate,4.9
IL,1999,Unemployment Rate,4.367
IN,1999,Unemployment Rate,3.042
KS,1999,Unemployment Rate,3.267
KY,1999,Unemployment Rate,4.5
LA,1999,Unemployment Rate,5.075
MA,1999,Unemployment Rate,3.175
MD,1999,Unemployment Rate,3.558
ME,1999,Unemployment Rate,3.942
MI,1999,Unemployment Rate,3.692
MN,1999,Unemployment Rate,2.775
MO,1999,Unemployment Rate,3.308
MS,1999,Unemployment Rate,5.117
MT,1999,Unemployment Rate,5.25
NC,1999,Unemployment Rate,3.192
ND,1999,Unemployment Rate,3.292
NE,1999,Unemployment Rate,2.775
NH,1999,Unemployment Rate,2.708
NJ,1999,Unemployment Rate,4.508
NM,1999,Unemployment Rate,5.558
NV,1999,Unemployment Rate,4
NY,1999,Unemployment Rate,5.175
OH,1999,Unemployment Rate,4.283
OK,1999,Unemployment Rate,3.517
OR,1999,Unemployment Rate,5.508
PA,1999,Unemployment Rate,4.4
RI,1999,Unemployment Rate,4.142
SC,1999,Unemployment Rate,4.258
SD,1999,Unemployment Rate,2.725
TN,1999,Unemployment Rate,3.958
TX,1999,Unemployment Rate,4.667
UT,1999,Unemployment Rate,3.567
VA,1999,Unemployment Rate,2.75
VT,1999,Unemployment Rate,2.95
WA,1999,Unemployment Rate,4.883
WI,1999,Unemployment Rate,3.125
WV,1999,Unemployment Rate,6.45
WY,1999,Unemployment Rate,4.617
AK,1999,Crude Rate,14.1
AL,1999,Crude Rate,17.8
AR,1999,Crude Rate,14.6
AZ,1999,Crude Rate,16.4
CA,1999,Crude Rate,9.1
CO,1999,Crude Rate,10.7
CT,1999,Crude Rate,5.9
DC,1999,Crude Rate,28.6
DE,1999,Crude Rate,8.8
FL,1999,Crude Rate,10.9
GA,1999,Crude Rate,13.7
HI,1999,Crude Rate,3.5
IA,1999,Crude Rate,6.9
ID,1999,Crude Rate,11.8
IL,1999,Crude Rate,9.8
IN,1999,Crude Rate,11.2
KS,1999,Crude Rate,10
KY,1999,Crude Rate,13.1
LA,1999,Crude Rate,17.5
MA,1999,Crude Rate,3.1
MD,1999,Crude Rate,12.5
ME,1999,Crude Rate,8.9
MI,1999,Crude Rate,11
MN,1999,Crude Rate,6.1
MO,1999,Crude Rate,12.8
MS,1999,Crude Rate,18.2
MT,1999,Crude Rate,13.7
NC,1999,Crude Rate,13.3
ND,1999,Crude Rate,7.6
NE,1999,Crude Rate,8.6
NH,1999,Crude Rate,5.8
NJ,1999,Crude Rate,4.4
NM,1999,Crude Rate,16
NV,1999,Crude Rate,19.4
NY,1999,Crude Rate,5.4
OH,1999,Crude Rate,8.3
OK,1999,Crude Rate,14.8
OR,1999,Crude Rate,11.5
PA,1999,Crude Rate,9.7
RI,1999,Crude Rate,5.4
SC,1999,Crude Rate,13.9
SD,1999,Crude Rate,9.7
TN,1999,Crude Rate,15
TX,1999,Crude Rate,10.3
UT,1999,Crude Rate,8.7
VA,1999,Crude Rate,11.8
VT,1999,Crude Rate,9.4
WA,1999,Crude Rate,10
WI,1999,Crude Rate,8.4
WV,1999,Crude Rate,13.8
WY,1999,Crude Rate,15
AK,1999,Deaths,88
AL,1999,Deaths,790
AR,1999,Deaths,388
AZ,1999,Deaths,822
CA,1999,Deaths,3054
CO,1999,Deaths,452
CT,1999,Deaths,199
DC,1999,Deaths,163
DE,1999,Deaths,68
FL,1999,Deaths,1721
GA,1999,Deaths,1105
HI,1999,Deaths,42
IA,1999,Deaths,202
ID,1999,Deaths,151
IL,1999,Deaths,1209
IN,1999,Deaths,680
KS,1999,Deaths,269
KY,1999,Deaths,525
LA,1999,Deaths,779
MA,1999,Deaths,195
MD,1999,Deaths,657
ME,1999,Deaths,113
MI,1999,Deaths,1085
MN,1999,Deaths,296
MO,1999,Deaths,711
MS,1999,Deaths,515
MT,1999,Deaths,123
NC,1999,Deaths,1057
ND,1999,Deaths,49
NE,1999,Deaths,146
NH,1999,Deaths,71
NJ,1999,Deaths,366
NM,1999,Deaths,290
NV,1999,Deaths,375
NY,1999,Deaths,1016
OH,1999,Deaths,939
OK,1999,Deaths,509
OR,1999,Deaths,389
PA,1999,Deaths,1190
RI,1999,Deaths,56
SC,1999,Deaths,552
SD,1999,Deaths,73
TN,1999,Deaths,848
TX,1999,Deaths,2117
UT,1999,Deaths,192
VA,1999,Deaths,823
VT,1999,Deaths,57
WA,1999,Deaths,585
WI,1999,Deaths,448
WV,1999,Deaths,250
WY,1999,Deaths,74
AK,1999,Population,624779
AL,1999,Population,4430141
AR,1999,Population,2651860
AZ,1999,Population,5023823
CA,1999,Population,33499204
CO,1999,Population,4226018
CT,1999,Population,3386401
DC,1999,Population,570213
DE,1999,Population,774990
FL,1999,Population,15759421
GA,1999,Population,8045965
HI,1999,Population,1210300
IA,1999,Population,2917634
ID,1999,Population,1275674
IL,1999,Population,12359020
IN,1999,Population,6044969
KS,1999,Population,2678338
KY,1999,Population,4018053
LA,1999,Population,4460811
MA,1999,Population,6317345
MD,1999,Population,5254509
ME,1999,Population,1266808
MI,1999,Population,9897116
MN,1999,Population,4873481
MO,1999,Population,5561948
MS,1999,Population,2828408
MT,1999,Population,897507
NC,1999,Population,7949361
ND,1999,Population,644259
NE,1999,Population,1704764
NH,1999,Population,1222014
NJ,1999,Population,8359592
NM,1999,Population,1808082
NV,1999,Population,1934718
NY,1999,Population,18882725
OH,1999,Population,11335454
OK,1999,Population,3437147
OR,1999,Population,3393941
PA,1999,Population,12263805
RI,1999,Population,1040402
SC,1999,Population,3974682
SD,1999,Population,750412
TN,1999,Population,5638706
TX,1999,Population,20558220
UT,1999,Population,2203482
VA,1999,Population,7000174
VT,1999,Population,604683
WA,1999,Population,5842564
WI,1999,Population,5332666
WV,1999,Population,1811799
WY,1999,Population,491780
AK,1999,Law Strength (2016 only),44
AL,1999,Law Strength (2016 only),36
AR,1999,Law Strength (2016 only),39
AZ,1999,Law Strength (2016 only),47
CA,1999,Law Strength (2016 only),1
CO,1999,Law Strength (2016 only),15
CT,1999,Law Strength (2016 only),3
DE,1999,Law Strength (2016 only),11
FL,1999,Law Strength (2016 only),26
GA,1999,Law Strength (2016 only),32
HI,1999,Law Strength (2016 only),7
IA,1999,Law Strength (2016 only),18
ID,1999,Law Strength (2016 only),46
IL,1999,Law Strength (2016 only),8
IN,1999,Law Strength (2016 only),23
KS,1999,Law Strength (2016 only),48
KY,1999,Law Strength (2016 only),42
LA,1999,Law Strength (2016 only),43
MA,1999,Law Strength (2016 only),4
MD,1999,Law Strength (2016 only),6
ME,1999,Law Strength (2016 only),35
MI,1999,Law Strength (2016 only),16
MN,1999,Law Strength (2016 only),12
MO,1999,Law Strength (2016 only),48
MS,1999,Law Strength (2016 only),50
MT,1999,Law Strength (2016 only),37
NC,1999,Law Strength (2016 only),25
ND,1999,Law Strength (2016 only),37
NE,1999,Law Strength (2016 only),19
NH,1999,Law Strength (2016 only),31
NJ,1999,Law Strength (2016 only),2
NM,1999,Law Strength (2016 only),29
NV,1999,Law Strength (2016 only),22
NY,1999,Law Strength (2016 only),5
OH,1999,Law Strength (2016 only),21
OK,1999,Law Strength (2016 only),27
OR,1999,Law Strength (2016 only),14
PA,1999,Law Strength (2016 only),13
RI,1999,Law Strength (2016 only),9
SC,1999,Law Strength (2016 only),29
SD,1999,Law Strength (2016 only),40
TN,1999,Law Strength (2016 only),24
TX,1999,Law Strength (2016 only),32
UT,1999,Law Strength (2016 only),27
VA,1999,Law Strength (2016 only),20
VT,1999,Law Strength (2016 only),41
WA,1999,Law Strength (2016 only),10
WI,1999,Law Strength (2016 only),17
